Station Name,day,Avg Solar Radiation,Min Solar Radiation,Max Solar Radiation
Oak Street Weather Station,04/11/2020,181.66666666666666,0,803
Oak Street Weather Station,09/25/2020,181.5909090909091,-4,685
63rd Street Weather Station,05/09/2019,181.54166666666666,2,708
Oak Street Weather Station,06/16/2017,181.52173913043478,-5,1120
Oak Street Weather Station,08/08/2020,181.52173913043478,-5,774
Foster Weather Station,11/03/2015,181.4375,0,474
63rd Street Weather Station,03/16/2019,181.4090909090909,4,723
Foster Weather Station,09/13/2021,181.375,2,642
63rd Street Weather Station,09/19/2019,181.33333333333334,0,649
63rd Street Weather Station,08/08/2020,181.33333333333334,0,736
Oak Street Weather Station,06/21/2021,181.125,-3,916
Oak Street Weather Station,05/20/2021,180.79166666666666,-5,909
Oak Street Weather Station,08/18/2015,180.79166666666666,0,1049
Oak Street Weather Station,06/30/2017,180.79166666666666,-4,820
Oak Street Weather Station,08/18/2016,180.70833333333334,-4,774
Foster Weather Station,07/06/2015,180.625,0,745
Oak Street Weather Station,04/23/2018,180.625,0,708
Oak Street Weather Station,07/27/2021,180.58333333333334,-5,690
Oak Street Weather Station,09/11/2021,180.54166666666666,-6,596
63rd Street Weather Station,07/25/2015,180.5,0,581
63rd Street Weather Station,08/10/2015,180.41666666666666,0,928
63rd Street Weather Station,07/16/2017,180.2608695652174,0,659
63rd Street Weather Station,05/28/2020,180.17391304347825,0,897
63rd Street Weather Station,07/18/2015,180.1304347826087,0,782
Oak Street Weather Station,07/25/2015,180.1304347826087,0,931
63rd Street Weather Station,09/16/2017,180.11111111111111,0,768
Oak Street Weather Station,06/22/2017,180.0,-5,890
63rd Street Weather Station,05/27/2021,179.79166666666666,2,966
Foster Weather Station,08/13/2021,179.70833333333334,2,764
63rd Street Weather Station,04/11/2019,179.6818181818182,3,594
63rd Street Weather Station,03/19/2016,179.65217391304347,3,734
Foster Weather Station,03/02/2016,179.625,0,648
Foster Weather Station,10/18/2015,179.61904761904762,0,568
Oak Street Weather Station,05/26/2016,179.6086956521739,-3,816
63rd Street Weather Station,08/30/2016,179.58333333333334,0,806
63rd Street Weather Station,02/27/2016,179.25,3,663
Oak Street Weather Station,08/19/2015,179.2173913043478,0,826
63rd Street Weather Station,06/17/2017,179.2,0,971
63rd Street Weather Station,06/20/2018,179.17391304347825,1,694
63rd Street Weather Station,07/29/2021,179.1304347826087,0,609
Oak Street Weather Station,09/15/2015,179.0,0,648
63rd Street Weather Station,08/30/2019,179.0,0,520
63rd Street Weather Station,07/21/2016,178.95833333333334,0,683
Oak Street Weather Station,03/20/2016,178.9047619047619,2,862
63rd Street Weather Station,10/09/2016,178.8695652173913,2,633
Foster Weather Station,08/14/2015,178.8695652173913,0,800
Oak Street Weather Station,09/21/2015,178.78947368421052,0,658
63rd Street Weather Station,06/13/2019,178.58333333333334,2,1064
Oak Street Weather Station,03/16/2017,178.54166666666666,1,724
63rd Street Weather Station,04/22/2019,178.29166666666666,0,837
Oak Street Weather Station,09/16/2021,178.25,-4,660
Oak Street Weather Station,07/08/2020,178.16666666666666,-5,722
63rd Street Weather Station,09/24/2021,178.16666666666666,0,698
63rd Street Weather Station,03/21/2017,178.16666666666666,4,776
63rd Street Weather Station,10/18/2015,178.0909090909091,3,594
Oak Street Weather Station,06/30/2020,178.08333333333334,-4,742
Oak Street Weather Station,08/05/2017,178.04347826086956,-4,877
Oak Street Weather Station,07/22/2017,178.04166666666666,-4,854
Oak Street Weather Station,04/03/2020,178.0,0,792
Oak Street Weather Station,08/28/2020,178.0,-6,779
63rd Street Weather Station,09/26/2015,177.875,1,642
63rd Street Weather Station,09/27/2021,177.8695652173913,0,609
63rd Street Weather Station,07/20/2017,177.83333333333334,0,823
63rd Street Weather Station,08/17/2015,177.79166666666666,0,850
Oak Street Weather Station,08/24/2017,177.69565217391303,-3,841
63rd Street Weather Station,04/02/2018,177.625,4,608
63rd Street Weather Station,09/16/2016,177.58333333333334,0,829
Foster Weather Station,03/11/2022,177.5,1,632
63rd Street Weather Station,04/21/2016,177.45833333333334,2,817
Oak Street Weather Station,08/26/2017,177.2173913043478,-4,749
Oak Street Weather Station,03/15/2017,177.2173913043478,2,725
63rd Street Weather Station,10/05/2016,177.20833333333334,0,729
63rd Street Weather Station,09/22/2017,177.0909090909091,0,661
Oak Street Weather Station,06/23/2017,177.05555555555554,-4,1051
63rd Street Weather Station,09/30/2017,176.91666666666666,1,701
63rd Street Weather Station,09/11/2017,176.9047619047619,1,759
Oak Street Weather Station,05/26/2020,176.69565217391303,-4,678
Oak Street Weather Station,08/23/2020,176.58333333333334,-5,977
63rd Street Weather Station,06/30/2019,176.58333333333334,0,751
63rd Street Weather Station,09/11/2019,176.56521739130434,0,742
63rd Street Weather Station,06/14/2017,176.54166666666666,0,879
Oak Street Weather Station,06/18/2017,176.27272727272728,-4,1092
63rd Street Weather Station,09/25/2020,176.2608695652174,0,615
63rd Street Weather Station,08/17/2017,176.1304347826087,0,1084
63rd Street Weather Station,03/12/2019,176.04166666666666,3,672
63rd Street Weather Station,10/16/2015,175.95833333333334,3,629
Oak Street Weather Station,08/31/2019,175.7826086956522,-3,868
Oak Street Weather Station,07/07/2021,175.66666666666666,-5,761
63rd Street Weather Station,03/06/2016,175.56521739130434,3,748
63rd Street Weather Station,03/29/2019,175.42857142857142,4,455
Oak Street Weather Station,04/05/2018,175.41666666666666,1,731
Oak Street Weather Station,09/27/2016,175.20833333333334,-2,690
Foster Weather Station,02/26/2022,175.0,0,627
63rd Street Weather Station,08/06/2019,175.0,0,610
63rd Street Weather Station,06/30/2017,174.95833333333334,0,795
Foster Weather Station,09/11/2021,174.95833333333334,2,612
Oak Street Weather Station,09/15/2020,174.79166666666666,-4,630
Oak Street Weather Station,06/30/2019,174.70833333333334,-4,845
63rd Street Weather Station,03/04/2016,174.66666666666666,4,680
63rd Street Weather Station,05/29/2018,174.66666666666666,0,716
63rd Street Weather Station,08/26/2016,174.625,0,951
Foster Weather Station,02/27/2022,174.625,2,621
63rd Street Weather Station,02/26/2017,174.6086956521739,3,664
Oak Street Weather Station,09/20/2020,174.58333333333334,-3,700
63rd Street Weather Station,04/24/2019,174.5,3,606
Oak Street Weather Station,09/20/2017,174.5,-6,656
63rd Street Weather Station,07/22/2021,174.45833333333334,0,674
63rd Street Weather Station,09/09/2015,174.375,1,739
63rd Street Weather Station,08/29/2021,173.79166666666666,0,687
63rd Street Weather Station,05/14/2018,173.6818181818182,2,763
Oak Street Weather Station,09/25/2017,173.64705882352942,-5,642
Oak Street Weather Station,07/10/2020,173.6,-5,724
Oak Street Weather Station,04/02/2016,173.44444444444446,2,864
63rd Street Weather Station,08/29/2016,173.375,0,746
Foster Weather Station,11/02/2015,173.26666666666668,0,488
Foster Weather Station,02/19/2022,173.1304347826087,0,606
63rd Street Weather Station,09/17/2020,173.125,0,637
Foster Weather Station,06/24/2015,173.04166666666666,0,600
63rd Street Weather Station,05/21/2020,172.79166666666666,2,957
63rd Street Weather Station,08/17/2016,172.66666666666666,0,840
Oak Street Weather Station,07/05/2016,172.6,-4,1120
Oak Street Weather Station,07/18/2015,172.4090909090909,-2,739
Oak Street Weather Station,09/15/2017,172.3125,-4,673
Oak Street Weather Station,09/02/2020,172.25,-5,699
Foster Weather Station,09/09/2015,172.1818181818182,0,674
63rd Street Weather Station,09/01/2016,171.95238095238096,0,829
63rd Street Weather Station,09/11/2021,171.65217391304347,0,603
Oak Street Weather Station,09/25/2021,171.625,-3,698
63rd Street Weather Station,10/10/2015,171.625,2,632
63rd Street Weather Station,10/11/2015,171.56521739130434,1,613
63rd Street Weather Station,09/05/2019,171.33333333333334,1,711
63rd Street Weather Station,10/21/2018,171.0952380952381,3,574
63rd Street Weather Station,04/29/2016,171.08695652173913,4,781
63rd Street Weather Station,10/13/2016,171.08333333333334,3,637
Oak Street Weather Station,06/26/2016,171.0,-4,685
63rd Street Weather Station,09/29/2021,171.0,0,616
Oak Street Weather Station,05/21/2020,170.91666666666666,0,850
63rd Street Weather Station,09/12/2021,170.91666666666666,0,704
63rd Street Weather Station,07/05/2018,170.875,0,824
Foster Weather Station,02/28/2022,170.75,1,588
Oak Street Weather Station,09/16/2020,170.66666666666666,-4,651
63rd Street Weather Station,04/20/2016,170.58333333333334,1,860
63rd Street Weather Station,03/08/2022,170.25,4,637
63rd Street Weather Station,06/19/2018,169.95833333333334,1,798
Oak Street Weather Station,03/24/2017,169.91304347826087,0,713
63rd Street Weather Station,09/28/2021,169.6086956521739,1,641
Oak Street Weather Station,03/27/2016,169.54545454545453,1,696
63rd Street Weather Station,11/02/2015,169.53333333333333,3,518
Oak Street Weather Station,03/11/2017,169.2173913043478,2,688
Oak Street Weather Station,06/14/2017,169.20833333333334,-3,838
63rd Street Weather Station,05/26/2017,169.1304347826087,2,1023
63rd Street Weather Station,09/17/2017,169.0,0,727
63rd Street Weather Station,10/14/2016,168.95833333333334,2,623
Oak Street Weather Station,09/17/2021,168.79166666666666,-5,666
63rd Street Weather Station,07/07/2016,168.7391304347826,0,630
Foster Weather Station,10/01/2021,168.66666666666666,2,596
63rd Street Weather Station,10/16/2017,168.66666666666666,2,615
63rd Street Weather Station,09/23/2020,168.625,0,623
63rd Street Weather Station,02/19/2017,168.56521739130434,3,613
63rd Street Weather Station,06/29/2021,168.375,0,888
Oak Street Weather Station,06/24/2017,168.29166666666666,-3,844
Oak Street Weather Station,07/14/2021,168.20833333333334,-4,690
63rd Street Weather Station,04/05/2018,167.91666666666666,4,741
Foster Weather Station,02/22/2016,167.86666666666667,0,537
Foster Weather Station,09/19/2015,167.85714285714286,0,688
63rd Street Weather Station,05/20/2016,167.8095238095238,3,514
63rd Street Weather Station,02/26/2022,167.625,4,611
Foster Weather Station,10/17/2015,167.4090909090909,0,582
63rd Street Weather Station,08/10/2021,167.33333333333334,0,760
Oak Street Weather Station,07/09/2020,167.27272727272728,-6,775
Oak Street Weather Station,06/29/2015,167.27272727272728,0,738
63rd Street Weather Station,10/17/2015,167.16666666666666,3,618
Oak Street Weather Station,08/28/2017,167.08333333333334,-3,827
Oak Street Weather Station,07/11/2017,167.04166666666666,-5,724
Oak Street Weather Station,05/29/2015,166.82608695652175,-2,939
Oak Street Weather Station,03/06/2016,166.6875,1,627
63rd Street Weather Station,02/27/2022,166.5,4,601
Oak Street Weather Station,07/09/2015,166.42857142857142,0,749
Foster Weather Station,09/30/2015,166.41666666666666,0,677
Foster Weather Station,10/09/2021,166.33333333333334,1,584
Foster Weather Station,03/14/2022,166.25,1,679
Oak Street Weather Station,03/13/2022,166.22727272727272,0,674
63rd Street Weather Station,02/19/2022,166.2173913043478,4,586
Oak Street Weather Station,03/19/2018,166.16666666666666,0,640
Oak Street Weather Station,07/26/2015,166.14285714285714,0,621
63rd Street Weather Station,09/14/2021,166.04166666666666,0,768
63rd Street Weather Station,10/14/2018,166.0,3,626
63rd Street Weather Station,06/09/2020,166.0,0,873
Oak Street Weather Station,10/08/2017,166.0,-3,628
63rd Street Weather Station,08/25/2015,165.79166666666666,2,969
63rd Street Weather Station,09/25/2015,165.75,1,632
63rd Street Weather Station,07/29/2016,165.70833333333334,0,1001
63rd Street Weather Station,05/18/2019,165.66666666666666,2,719
63rd Street Weather Station,04/03/2019,165.45454545454547,2,696
Oak Street Weather Station,04/02/2018,165.3913043478261,0,557
Foster Weather Station,05/18/2021,165.20833333333334,2,681
Oak Street Weather Station,07/17/2016,165.1304347826087,-4,768
Foster Weather Station,10/14/2015,165.1304347826087,0,582
Oak Street Weather Station,06/04/2020,165.04347826086956,-4,923
Oak Street Weather Station,09/23/2015,165.0,-2,696
63rd Street Weather Station,07/14/2015,164.95833333333334,1,558
63rd Street Weather Station,10/14/2015,164.95833333333334,3,615
Oak Street Weather Station,09/24/2015,164.91666666666666,0,681
63rd Street Weather Station,07/21/2021,164.83333333333334,0,556
63rd Street Weather Station,06/20/2017,164.75,1,734
Oak Street Weather Station,09/22/2015,164.73684210526315,-2,693
Oak Street Weather Station,08/16/2015,164.45454545454547,-2,883
63rd Street Weather Station,09/30/2015,164.33333333333334,2,722
Oak Street Weather Station,08/14/2017,164.1904761904762,-4,636
Oak Street Weather Station,08/30/2019,164.16666666666666,-4,530
Foster Weather Station,03/06/2016,164.13636363636363,0,659
63rd Street Weather Station,10/08/2020,164.08695652173913,2,578
Oak Street Weather Station,05/18/2018,163.95652173913044,-2,630
Oak Street Weather Station,09/11/2017,163.95238095238096,-3,686
Oak Street Weather Station,10/01/2017,163.9090909090909,-3,706
63rd Street Weather Station,10/02/2020,163.66666666666666,3,620
Oak Street Weather Station,09/06/2017,163.625,-2,763
Foster Weather Station,10/09/2020,163.625,0,647
63rd Street Weather Station,05/26/2019,163.625,0,814
63rd Street Weather Station,10/05/2017,163.58333333333334,1,689
Foster Weather Station,03/18/2016,163.54166666666666,0,736
63rd Street Weather Station,10/08/2018,163.5,0,624
63rd Street Weather Station,09/24/2020,163.45833333333334,0,677
Oak Street Weather Station,08/17/2015,163.45833333333334,-2,781
Oak Street Weather Station,09/26/2016,163.375,-2,686
Oak Street Weather Station,09/22/2017,163.27272727272728,-5,632
Foster Weather Station,10/06/2020,163.25,0,599
Oak Street Weather Station,06/27/2020,163.20833333333334,-5,863
Oak Street Weather Station,08/06/2021,163.17391304347825,-5,780
63rd Street Weather Station,07/18/2020,163.125,0,662
63rd Street Weather Station,03/27/2016,162.95454545454547,3,738
63rd Street Weather Station,10/07/2020,162.7826086956522,1,576
63rd Street Weather Station,06/01/2016,162.75,0,787
Oak Street Weather Station,08/02/2020,162.70833333333334,-3,951
Foster Weather Station,10/18/2021,162.65217391304347,2,559
Oak Street Weather Station,05/25/2017,162.625,0,812
Oak Street Weather Station,07/28/2020,162.5,-5,955
63rd Street Weather Station,08/21/2021,162.47826086956522,0,926
63rd Street Weather Station,07/18/2019,162.41666666666666,0,903
63rd Street Weather Station,06/27/2020,162.375,0,807
Oak Street Weather Station,07/30/2020,162.16666666666666,-5,640
Foster Weather Station,10/17/2021,161.95833333333334,2,581
63rd Street Weather Station,08/31/2020,161.83333333333334,0,647
Oak Street Weather Station,04/13/2016,161.8181818181818,1,867
Foster Weather Station,08/08/2015,161.70833333333334,0,523
Oak Street Weather Station,05/17/2017,161.66666666666666,-4,819
63rd Street Weather Station,10/17/2017,161.625,1,614
63rd Street Weather Station,09/21/2020,161.54166666666666,1,621
Oak Street Weather Station,07/21/2020,161.41666666666666,-4,647
63rd Street Weather Station,03/17/2019,161.41666666666666,4,756
Foster Weather Station,03/16/2022,161.41666666666666,1,624
Oak Street Weather Station,09/26/2015,161.2608695652174,-2,680
Foster Weather Station,02/27/2016,161.16666666666666,0,586
63rd Street Weather Station,09/30/2021,161.16666666666666,0,652
Foster Weather Station,05/25/2021,161.125,2,874
63rd Street Weather Station,09/20/2018,161.0,-2,628
Oak Street Weather Station,09/19/2015,161.0,0,697
Oak Street Weather Station,03/15/2018,160.95833333333334,0,693
Foster Weather Station,07/12/2021,160.83333333333334,2,695
63rd Street Weather Station,10/06/2020,160.79166666666666,0,689
63rd Street Weather Station,10/16/2018,160.79166666666666,2,590
Oak Street Weather Station,06/22/2020,160.7826086956522,-4,898
Oak Street Weather Station,04/28/2020,160.7826086956522,-2,835
63rd Street Weather Station,02/24/2019,160.64285714285714,5,713
Oak Street Weather Station,05/15/2020,160.6086956521739,-3,824
Oak Street Weather Station,09/26/2021,160.58333333333334,-5,628
63rd Street Weather Station,09/25/2016,160.56521739130434,0,649
63rd Street Weather Station,02/13/2016,160.45833333333334,5,596
63rd Street Weather Station,08/30/2015,160.17391304347825,1,621
63rd Street Weather Station,08/27/2020,160.16666666666666,0,635
Oak Street Weather Station,05/25/2015,160.1304347826087,0,990
63rd Street Weather Station,08/31/2019,160.04347826086956,0,809
Foster Weather Station,09/22/2015,160.0,0,658
Foster Weather Station,02/18/2022,160.0,0,602
Oak Street Weather Station,07/18/2017,160.0,-5,740
Oak Street Weather Station,08/11/2019,159.95833333333334,-5,755
Oak Street Weather Station,04/26/2017,159.91304347826087,-3,849
Oak Street Weather Station,03/17/2016,159.9,0,853
63rd Street Weather Station,03/05/2019,159.875,6,731
63rd Street Weather Station,07/23/2017,159.85714285714286,0,892
Oak Street Weather Station,04/20/2016,159.83333333333334,-2,640
63rd Street Weather Station,10/10/2016,159.75,1,643
63rd Street Weather Station,02/13/2022,159.75,5,753
Oak Street Weather Station,03/11/2018,159.61904761904762,1,661
63rd Street Weather Station,09/24/2016,159.56521739130434,1,638
63rd Street Weather Station,10/05/2020,159.43478260869566,2,609
Oak Street Weather Station,02/23/2016,159.42857142857142,3,590
Oak Street Weather Station,04/09/2020,159.375,0,779
63rd Street Weather Station,02/28/2022,159.33333333333334,2,599
63rd Street Weather Station,02/22/2019,159.22727272727272,4,529
63rd Street Weather Station,07/11/2015,159.20833333333334,1,553
Foster Weather Station,02/20/2022,159.20833333333334,1,582
Oak Street Weather Station,09/30/2017,159.16666666666666,-2,684
63rd Street Weather Station,02/13/2017,159.08333333333334,3,595
Oak Street Weather Station,07/23/2017,159.05882352941177,-4,838
63rd Street Weather Station,09/26/2021,159.04347826086956,0,633
Oak Street Weather Station,09/19/2021,159.04347826086956,-5,606
Oak Street Weather Station,04/09/2017,159.0,-3,548
Oak Street Weather Station,09/06/2016,158.875,-5,706
63rd Street Weather Station,02/20/2016,158.8695652173913,3,587
63rd Street Weather Station,09/20/2019,158.79166666666666,0,712
Foster Weather Station,10/13/2020,158.79166666666666,0,654
Oak Street Weather Station,05/10/2017,158.70833333333334,0,835
Oak Street Weather Station,02/25/2016,158.6,2,565
63rd Street Weather Station,02/17/2017,158.58333333333334,1,585
Oak Street Weather Station,05/16/2020,158.56521739130434,0,481
63rd Street Weather Station,04/23/2019,158.41666666666666,0,812
Oak Street Weather Station,06/11/2015,158.38095238095238,0,903
Oak Street Weather Station,07/26/2019,158.33333333333334,-5,826
Foster Weather Station,06/18/2015,158.30434782608697,0,686
63rd Street Weather Station,06/22/2020,158.29166666666666,0,782
63rd Street Weather Station,09/14/2020,158.25,1,583
Oak Street Weather Station,07/20/2017,158.0,-5,817
Oak Street Weather Station,09/29/2017,157.95833333333334,-3,675
Foster Weather Station,10/04/2020,157.95833333333334,0,677
63rd Street Weather Station,07/23/2021,157.875,0,835
Oak Street Weather Station,07/26/2017,157.875,-5,790
Foster Weather Station,03/27/2016,157.8181818181818,0,665
63rd Street Weather Station,03/16/2022,157.75,1,647
Oak Street Weather Station,05/28/2016,157.75,-4,934
63rd Street Weather Station,10/29/2017,157.72727272727272,3,570
63rd Street Weather Station,05/09/2018,157.625,0,800
63rd Street Weather Station,08/19/2016,157.61111111111111,0,813
63rd Street Weather Station,06/19/2019,157.56521739130434,1,672
63rd Street Weather Station,06/22/2017,157.33333333333334,0,715
Foster Weather Station,05/27/2021,157.125,1,835
Oak Street Weather Station,03/20/2022,157.125,0,679
Oak Street Weather Station,07/13/2017,157.08333333333334,-5,758
Foster Weather Station,08/11/2021,157.04347826086956,0,836
Foster Weather Station,05/29/2015,156.95652173913044,0,758
Oak Street Weather Station,09/21/2020,156.91666666666666,-3,624
63rd Street Weather Station,05/24/2017,156.875,2,761
63rd Street Weather Station,10/18/2017,156.79166666666666,1,605
63rd Street Weather Station,08/14/2017,156.66666666666666,0,602
63rd Street Weather Station,02/17/2016,156.625,4,595
63rd Street Weather Station,10/13/2018,156.58333333333334,3,593
Foster Weather Station,09/04/2015,156.58333333333334,0,675
Oak Street Weather Station,07/14/2017,156.56521739130434,-4,720
Foster Weather Station,02/20/2016,156.43478260869566,0,585
63rd Street Weather Station,02/11/2016,156.41666666666666,5,573
Oak Street Weather Station,08/21/2016,156.34782608695653,-3,940
63rd Street Weather Station,05/06/2019,156.08333333333334,2,831
Oak Street Weather Station,07/29/2021,156.08333333333334,-5,654
63rd Street Weather Station,10/08/2016,156.04347826086956,2,643
63rd Street Weather Station,06/17/2019,155.95833333333334,2,510
Oak Street Weather Station,07/21/2017,155.94736842105263,-5,656
63rd Street Weather Station,04/17/2019,155.91666666666666,0,875
63rd Street Weather Station,03/14/2022,155.91304347826087,2,671
63rd Street Weather Station,07/20/2018,155.875,0,956
63rd Street Weather Station,08/11/2019,155.83333333333334,0,654
63rd Street Weather Station,02/14/2017,155.79166666666666,3,598
Oak Street Weather Station,08/25/2020,155.79166666666666,-6,738
Oak Street Weather Station,09/23/2020,155.66666666666666,-4,664
63rd Street Weather Station,08/14/2015,155.65217391304347,0,699
Foster Weather Station,03/16/2016,155.54166666666666,0,724
63rd Street Weather Station,10/09/2017,155.54166666666666,1,631
Foster Weather Station,09/24/2015,155.52173913043478,0,670
Oak Street Weather Station,06/19/2018,155.41666666666666,-3,839
Foster Weather Station,10/10/2015,155.34782608695653,0,588
63rd Street Weather Station,08/21/2019,155.33333333333334,0,595
63rd Street Weather Station,09/27/2017,155.3181818181818,0,798
63rd Street Weather Station,07/10/2017,155.29166666666666,0,931
63rd Street Weather Station,08/03/2020,155.29166666666666,0,932
Oak Street Weather Station,04/16/2017,155.1818181818182,-3,655
Oak Street Weather Station,09/29/2020,155.125,-2,886
Oak Street Weather Station,03/14/2018,155.04166666666666,0,700
63rd Street Weather Station,06/12/2018,155.04166666666666,1,877
63rd Street Weather Station,02/18/2017,154.82608695652175,2,617
Oak Street Weather Station,03/04/2016,154.6,2,658
63rd Street Weather Station,08/11/2021,154.58333333333334,0,636
Foster Weather Station,07/21/2021,154.41666666666666,2,441
Oak Street Weather Station,07/23/2021,154.41666666666666,-4,818
Foster Weather Station,10/23/2021,154.375,2,555
Foster Weather Station,02/17/2016,154.33333333333334,0,578
63rd Street Weather Station,09/23/2019,154.30434782608697,1,641
Oak Street Weather Station,09/17/2020,154.25,-3,659
Oak Street Weather Station,09/23/2017,154.22222222222223,-5,631
63rd Street Weather Station,10/03/2018,154.04166666666666,0,768
Foster Weather Station,07/11/2015,153.95833333333334,0,543
Oak Street Weather Station,09/28/2017,153.91666666666666,-3,667
Oak Street Weather Station,08/17/2017,153.8695652173913,-5,1086
Oak Street Weather Station,06/20/2015,153.76190476190476,0,712
63rd Street Weather Station,09/22/2020,153.625,0,596
Foster Weather Station,10/25/2015,153.47826086956522,0,537
Oak Street Weather Station,04/01/2018,153.42857142857142,0,482
63rd Street Weather Station,10/25/2015,153.04347826086956,3,573
63rd Street Weather Station,06/26/2018,153.0,0,704
63rd Street Weather Station,02/18/2022,152.95833333333334,4,578
63rd Street Weather Station,10/19/2015,152.83333333333334,1,567
63rd Street Weather Station,07/28/2016,152.66666666666666,0,968
63rd Street Weather Station,10/19/2017,152.58333333333334,1,629
63rd Street Weather Station,07/22/2018,152.55,0,913
63rd Street Weather Station,06/29/2015,152.5,1,793
Oak Street Weather Station,09/16/2017,152.44444444444446,-5,719
63rd Street Weather Station,03/11/2019,152.43478260869566,4,825
63rd Street Weather Station,10/17/2018,152.375,3,587
Foster Weather Station,02/23/2016,152.25,0,596
63rd Street Weather Station,05/27/2019,152.25,0,870
Foster Weather Station,06/29/2015,152.25,0,779
Oak Street Weather Station,09/28/2021,152.2173913043478,-3,645
Foster Weather Station,08/10/2015,152.17391304347825,0,962
Oak Street Weather Station,06/04/2015,152.05263157894737,-2,691
63rd Street Weather Station,05/18/2018,152.04347826086956,3,596
Oak Street Weather Station,05/27/2016,151.91666666666666,-3,567
Foster Weather Station,08/06/2021,151.7391304347826,0,731
Oak Street Weather Station,08/11/2016,151.625,-5,856
63rd Street Weather Station,08/31/2017,151.6086956521739,0,800
Foster Weather Station,09/12/2015,151.58333333333334,0,688
63rd Street Weather Station,09/07/2016,151.54166666666666,0,746
Oak Street Weather Station,04/24/2016,151.45454545454547,-2,659
Foster Weather Station,10/11/2020,151.41666666666666,0,637
63rd Street Weather Station,10/23/2016,151.34782608695653,1,558
63rd Street Weather Station,10/13/2017,151.29166666666666,0,597
Foster Weather Station,07/10/2021,151.16666666666666,0,709
Oak Street Weather Station,07/22/2021,151.08333333333334,-5,665
63rd Street Weather Station,09/14/2016,150.83333333333334,0,559
63rd Street Weather Station,04/02/2019,150.79166666666666,4,704
63rd Street Weather Station,02/20/2022,150.79166666666666,3,565
Oak Street Weather Station,03/08/2018,150.79166666666666,1,785
Foster Weather Station,03/15/2022,150.79166666666666,2,546
Oak Street Weather Station,05/01/2017,150.66666666666666,0,871
Oak Street Weather Station,05/18/2021,150.58333333333334,-3,590
Oak Street Weather Station,09/13/2021,150.54166666666666,-4,597
63rd Street Weather Station,10/18/2018,150.41666666666666,2,574
Oak Street Weather Station,08/03/2017,150.2608695652174,-4,771
Oak Street Weather Station,09/22/2020,150.25,-4,618
63rd Street Weather Station,10/09/2021,150.20833333333334,0,567
Oak Street Weather Station,03/10/2018,150.0909090909091,1,673
Foster Weather Station,06/28/2021,149.91666666666666,0,887
63rd Street Weather Station,06/16/2016,149.91666666666666,0,536
Oak Street Weather Station,05/04/2020,149.79166666666666,1,571
63rd Street Weather Station,06/20/2021,149.75,0,504
Oak Street Weather Station,03/21/2018,149.75,1,794
63rd Street Weather Station,09/17/2021,149.66666666666666,0,668
Oak Street Weather Station,09/25/2016,149.6086956521739,-4,581
Foster Weather Station,03/02/2022,149.54166666666666,2,682
Oak Street Weather Station,04/13/2020,149.41666666666666,0,836
63rd Street Weather Station,09/17/2019,149.375,1,658
63rd Street Weather Station,06/30/2021,149.33333333333334,0,579
Oak Street Weather Station,07/22/2020,149.125,-5,1017
63rd Street Weather Station,08/07/2018,149.0,0,759
Oak Street Weather Station,07/11/2015,148.95652173913044,0,526
63rd Street Weather Station,04/01/2018,148.9090909090909,4,552
63rd Street Weather Station,09/26/2017,148.79166666666666,0,635
63rd Street Weather Station,07/09/2020,148.72727272727272,0,684
63rd Street Weather Station,02/12/2017,148.69565217391303,4,590
63rd Street Weather Station,09/19/2018,148.5,1,607
63rd Street Weather Station,05/18/2021,148.33333333333334,1,550
63rd Street Weather Station,02/23/2016,148.33333333333334,4,589
Foster Weather Station,03/03/2022,148.20833333333334,1,800
Oak Street Weather Station,04/21/2016,148.04166666666666,0,796
Foster Weather Station,02/13/2016,147.83333333333334,0,568
Foster Weather Station,06/11/2015,147.77272727272728,0,632
Oak Street Weather Station,09/24/2020,147.75,-3,652
63rd Street Weather Station,02/09/2017,147.70833333333334,5,553
Oak Street Weather Station,03/21/2022,147.47826086956522,-3,631
Oak Street Weather Station,09/19/2016,147.42105263157896,-5,693
Oak Street Weather Station,02/28/2016,147.33333333333334,0,577
Oak Street Weather Station,02/27/2016,147.125,1,596
Oak Street Weather Station,03/11/2022,147.0,1,616
Oak Street Weather Station,09/18/2020,146.875,-2,691
Oak Street Weather Station,09/14/2020,146.45833333333334,-3,613
Oak Street Weather Station,06/23/2021,146.43478260869566,-3,861
Oak Street Weather Station,05/22/2015,146.375,2,780
Foster Weather Station,08/12/2021,146.29166666666666,2,620
Foster Weather Station,02/09/2016,146.125,0,515
63rd Street Weather Station,07/30/2020,146.04166666666666,0,498
Oak Street Weather Station,09/27/2021,146.0,-4,598
63rd Street Weather Station,09/13/2019,145.83333333333334,0,787
63rd Street Weather Station,10/15/2018,145.83333333333334,3,641
Foster Weather Station,03/05/2022,145.82608695652175,1,581
Oak Street Weather Station,07/14/2015,145.72727272727272,-2,1062
63rd Street Weather Station,11/10/2015,145.6315789473684,3,488
Foster Weather Station,10/16/2021,145.54166666666666,2,585
Oak Street Weather Station,06/26/2018,145.54166666666666,-4,717
Oak Street Weather Station,04/04/2018,145.375,1,905
Foster Weather Station,09/25/2015,145.29166666666666,0,604
63rd Street Weather Station,10/25/2017,145.20833333333334,3,584
Foster Weather Station,02/11/2016,145.08333333333334,0,553
63rd Street Weather Station,09/06/2017,144.91666666666666,2,794
Oak Street Weather Station,08/20/2017,144.84615384615384,-4,813
